n0_3,STW_NUM,BIEGESTEIFIGKEIT,MASSE,DATUM_GESAMT_BAUJAHR,V_SOLL_IST,BETA_HT_M_DEB,BETA_HT_Q_DEB
5.74,9.18,1208,12.74,1980,100,0.996,1.035
5.74,9.18,1208,12.74,1980,100,0.996,1.035
13.548,7.79,3364,12.28,1965,160,1.033,1.034
13.548,7.79,3364,12.28,1965,160,1.033,1.034
15.689,7.1,2943,11.61,1969,100,1.033,1.034
15.689,7.1,2943,11.61,1969,100,1.033,1.034
5.602,11.71,3786,15.83,1976,120,1.007,1.034
5.469,11.71,4185,18.36,1976,120,1.007,1.034
15.255,7.1,2766,11.54,1969,100,1.033,1.034
15.689,7.1,2943,11.61,1969,100,1.033,1.034
12.531,7.5,3866,19.2,1932,130,1.029,1.033
11.844,6.5,1142.8,11.26,1920,110,1.029,1.033
11.32,6.5,1143,12.33,1920,110,1.029,1.033
6.253,10,2174,13.72,1980,160,1.006,1.032
6.253,10,2174,13.72,1980,160,1.006,1.032
6.594,9.8,2297,14.13,1974,160,1.03,1.031
6.594,9.8,2297,14.13,1974,160,1.03,1.031
4.777,19.35,29928,23.08,2001,250,1.101,1.031
5.74,11.8,3829,14.79,1977,200,1,1.03
5.91,11.8,3829,13.95,1977,200,1,1.03
6.821,11.22,4393,14.7,1990,160,2.67,1.03
6.821,11.22,4393,14.7,1990,160,2.67,1.03
10.019,8.3,1811,9.38,1925,160,1.03,1.03
10.019,8.3,1811,9.38,1925,160,1.03,1.03
14.072,5.2,909,15.49,1981,200,1.12,1.03
16.778,5.2,810,9.71,1981,200,1,1.03
6.927,11.96,6797,17.08,1977,150,1,1.03
6.927,11.96,6797,17.08,1977,150,1,1.03
11.938,5.4,544.2,11.08,1990,160,1.22,1.03
11.938,5.4,544.2,11.08,1990,160,1.22,1.03
5.595,11,2920,15.72,1995,150,1.35,1.03
5.425,11,2920,16.72,1995,150,1.35,1.03
13.457,9.8,9451,13.96,1953,130,1.031,1.03
13.457,9.8,9451,13.96,1953,130,1.031,1.03
14.16,7.1,2664,12.9,1976,160,1.03,1.03
7.452,11.1,4069,11.91,1951,130,1,1.03
7.454,11.56,6285,15.63,1978,140,1.15,1.03
14.16,7.1,2664,12.9,1976,160,1.03,1.03
15.972,6.1,1337,9.34,1971,120,1.057,1.03
15.638,10,17970.8,18.132,1978,160,1.03,1.03
7.491,11.1,3977,11.52,1951,130,1,1.03
7.558,11.56,6285,15.2,1978,140,1.15,1.03
11.699,10,7703.4,13.887,1964,160,1.03,1.03
15.978,6.1,1338,9.34,1971,120,1.057,1.03
7.52,11.1,4464,12.83,1951,90,1,1.03
4.037,14.2,4072,15.16,2001,160,1.03,1.03
4.165,14.2,4577,16.01,2001,160,1.03,1.03
6.037,11.77,4498.9,15.87,1979,200,0.999,1.028
6.037,11.77,4498.9,15.87,1979,200,0.999,1.028
13.708,7.2,2853,13.94,1910,140,1.018,1.027
16.522,8.1,4653,9.77,1980,140,1.022,1.026
16.522,8.1,4653,9.77,1980,140,1.022,1.026
16.648,5,688,9.8,1954,130,1.023,1.023
24.156,3,177,9.24,1979,80,0.744,1.021
22.964,3,143,8.26,1979,80,0.744,1.021
15.188,10.79,29526,23.3,1973,150,1,1.02
4.629,13.85,4687,14.67,1976,200,0.98,1.02
9.686,11.8,8691,11.79,1928,160,0.99,1.02
9.686,11.8,8691,11.79,1928,160,0.99,1.02
9.767,6.7,1033,13.26,1980,160,1.02,1.02
9.767,6.7,1033,13.26,1980,160,1.02,1.02
4.533,13.6,4114,14.44,1992,140,1.09,1.02
17.977,7,2387,7.59,1976,160,1.02,1.02
4.533,13.6,4114,14.44,1992,140,1.09,1.02
15.188,10.79,29526,23.3,1971,140,1,1.02
9.949,6.1,561,10.1,1934,200,1.12,1.018
10.056,6.1,715,12.6,1934,200,1.125,1.018
14.801,6.1,1217,9.9,1934,200,1.067,1.018
10.399,6.1,716,11.8,1934,160,1.015,1.018
14.801,6.1,1217,9.9,1934,120,1.067,1.018
10.399,6.1,716,11.8,1934,120,1.015,1.018
10.063,6.1,716,12.6,1934,120,1.015,1.018
14.801,6.1,1217,9.9,1934,120,1.067,1.018
16.833,6.2,1965,11.58,1932,140,1.018,1.017
16.833,6.2,1965,11.58,1932,140,1.018,1.017
11.043,8.2,1859,8.32,1915,250,1.017,1.017
10.889,9.1,3964,12.03,1915,100,1.017,1.017
13.943,8.1,4199,12.38,1975,160,1.02,1.014
13.943,8.1,4199,12.38,1975,160,1.02,1.014
18.902,6.1,1654,8.25,1983,130,1.033,1.013
18.902,6.1,1654,8.25,1983,130,1.033,1.013
16.833,6.2,1965,11.58,1932,130,1.005,1.012
16.833,6.2,1965,11.58,1932,130,1.005,1.012
19.783,6.5,3259,11.51,1915,140,1.18,1.012
19.689,6.5,3259,11.62,1915,140,1.18,1.012
20.788,6.1,2231,9.2,1984,120,1.031,1.011
20.788,6.1,2231,9.2,1984,120,1.031,1.011
21.453,6.1,2952,11.43,1978,120,1.031,1.011
15.829,6.1,1420,10.1,1972,160,1.031,1.011
34.179,6.1,8594,13.11,1970,160,1.031,1.011
17.316,6.1,1871,11.12,1980,140,1.031,1.011
17.316,6.1,1871,11.12,1980,140,1.031,1.011
21.453,6.1,2952,11.43,1978,120,1.031,1.011
21.266,6.1,2246,8.85,1990,160,1.031,1.011
19.043,6.1,2273,11.17,1978,160,1.031,1.011
15.829,6.1,1420,10.1,1972,160,1.031,1.011
17.447,6.1,2236,13.09,1976,120,1.031,1.011
34.179,6.1,8594,13.11,1970,160,1.031,1.011
10.628,6.1,784.1,12.37,1991,120,1.031,1.011
21.621,6.1,2694,10.27,1984,120,1.031,1.011
15.932,6.1,1527,10.72,1980,120,1.031,1.011
21.621,6.1,2694,10.27,1984,120,1.031,1.011
15.676,6.1,1885,13.67,1990,140,1.031,1.011
20.286,5.9,3280,16.23,1903,90,1.011,1.01
4.064,17.96,14942,21.45,1988,160,1.04,1.01
9.081,6.2,560,11.34,1981,160,1.011,1.01
18.718,3.35,365,20.41,1916,90,0.754,1.01
8.752,9.926,4782,15.87,1985,110,1.01,1.01
8.709,9.95,4782,15.87,1985,110,1.01,1.01
17.016,4.55,770,15.31,2004,200,1.01,1.01
16.504,4.55,476,10.06,1980,200,1.01,1.01
161.359,2.4,3557,10.16,1962,160,1.29,1.01
21.496,6.2,3257,11.77,1982,90,1.011,1.01
21.596,6.2,4452,15.94,1982,90,1.011,1.01
19.92,7.2,5476,12.67,1952,130,1.01,1.01
33.085,6.2,8594,13.11,1964,160,1.026,1.01
33.085,6.2,8594,13.11,1964,160,1.026,1.01
19.92,7.2,5476,12.67,1952,130,1.01,1.01
7.018,9.4,2026,13,1971,140,1.01,1.01
12.89,6.84,1692,11.48,1934,160,1,1.01
12.89,6.84,1692,11.48,1934,160,1,1.01
11.493,7.4,1326,8.26,1967,130,1.01,1.01
36.48,2.5,146,6.93,1912,110,1.009,1.009
4.629,15,9545,21.71,1985,120,1.009,1.009
20.925,5.2,1291,9.95,1971,160,1.021,1.008
20.925,5.2,1291,9.95,1971,160,1.021,1.008
21.108,5.2,1245,9.43,1983,140,1.021,1.008
21.108,5.2,1245,9.43,1983,140,1.021,1.008
17.706,6.76,3773,14.22,1930,200,1.007,1.007
17.85,6.7,3518,13.52,1967,160,1.007,1.007
24.056,5.8,1120,4.22,1963,140,1,1.006
24.056,5.8,1120,4.22,1963,140,1,1.006
18.553,5.9,1824,10.79,1928,160,1,1.006
17.772,5.9,1824,11.76,1928,160,1,1.006
11.978,8,3680,15.45,1971,140,1.015,1.005
17.408,6.1,1789,10.52,1975,160,1.03,1.005
13.999,6,1017,9.88,1969,160,1.03,1.005
24.515,6,3624,11.48,1960,160,1.03,1.005
17.148,6.1,1660,10.06,1974,160,1.03,1.005
5.425,12.23,3994,14.97,1986,130,1.005,1.005
24.515,6,3624,11.48,1960,160,1.03,1.005
5.425,12.23,3994,14.97,1986,130,1.005,1.005
17.408,6.1,1789,10.52,1975,160,1.03,1.005
18.175,6.1,1696,9.15,1980,140,1.012,1.005
18.175,6.1,1696,9.15,1980,140,1.012,1.005
18.175,6.1,1696,9.15,1980,140,1.012,1.005
18.175,6.1,1696,9.15,1980,140,1.012,1.005
18.175,6.1,1696,9.15,1980,140,1.012,1.005
18.175,6.1,1696,9.15,1980,140,1.012,1.005
50.785,3.3,1283,10.35,1927,140,1.003,1.003
50.785,3.3,1283,10.35,1927,140,1.003,1.003
50.785,3.3,1283,10.35,1927,140,1.003,1.003
50.785,3.3,1283,10.35,1927,140,1.003,1.003
33.852,2.7,214,8.67,1932,140,1.003,1.003
33.852,2.7,214,8.67,1932,140,1.003,1.003
50.785,3.3,1283,10.35,1927,120,1.003,1.003
50.785,3.3,1283,10.35,1927,120,1.003,1.003
10.182,7,1149,11.39,1964,100,0.988,1.001
10.182,7,1149,11.39,1963,100,0.988,1.001
2.714,19.5,11737.4,27.2,1981,120,1,1
5.57,9.32,1647,17.36,1996,140,1,1
6.153,9.32,1887,16.3,1996,130,1,1
14.32,5.5,781,10.27,1980,200,1,1
14.342,5.5,785,10.29,1980,200,1,1
4.472,13.85,6079,20.38,2003,200,1,1
4.507,13.85,5546,18.31,1985,200,1,1
4.43,14.55,7979,22.38,2000,200,1,1
17.369,8.6,11316,16.92,2004,160,1,1
17.56,8.6,11778,17.23,1918,160,1,1
4.318,17.3,13483,19.92,2004,160,1.9,1
10.962,5.94,750,12.37,2001,200,1.2,1
10.971,5.94,750,12.35,2001,200,1.2,1
6.451,10.49,3695,18.09,2001,200,2.19,1
6.514,10.49,3981,19.12,2001,200,2.18,1
9.055,7.8,1604,13.04,1996,160,1,1
9.055,7.8,1604,13.04,1996,160,1,1
5.238,15.6,12738,19.34,1996,200,2.563,1
94.548,3.44,5043,9.94,1960,200,1.44,1
81.621,3.44,3573,9.45,1960,200,1.44,1
21.733,5.8,2110,9.74,1908,140,1,1
5.465,13,5186,15,1982,140,1,1
5.622,13,4453,12.17,1982,140,1,1
8.339,8.4,1855,13.22,1988,160,1,1
17.703,6.9,17539,60.92,1984,160,1,1
18.831,6.9,10969,33.67,1984,140,1,1
17.703,6.9,16158,56.12,1984,160,1,1
15.41,4.27,175,5.47,1985,160,1,1
15.41,4.27,175,5.47,1985,160,1,1
47.926,2.5,316,8.69,1994,200,1,1
6.759,15.4,21430,20.58,1988,200,1,1
30.279,4,761,8,1986,60,1,1
26.11,5.2,2305,11.41,1957,130,0.8,1
26.11,5.2,2305,11.41,1957,130,0.8,1
9.698,7,1264,13.81,1994,100,1,1
9.793,7,1230,13.18,1994,100,1,1
5.305,13.84,6454,15.42,1982,160,1.18,1
5.305,13.84,6454,15.42,1982,160,1.18,1
3.687,19.1,19442,26.52,1987,160,1.8,1
3.687,19.1,19442,26.52,1987,160,1.8,1
3.967,19.1,22514,26.52,1987,200,1.85,1
3.967,19.1,22514,26.52,1987,200,1.85,1
16.798,5.3,1857,20.58,1984,100,1,1
16.798,5.3,1857,20.58,1984,100,1,1
3.769,18.85,24456,33.64,1991,100,1,1
10.604,6,717,12.14,1997,140,1,1
10.604,6,717,12.14,1997,140,1,1
10.407,6.7,1003,11.34,1981,160,1.13,1
10.352,6.7,1003,11.46,1981,160,1.13,1
4.651,16.5,14269,21.96,1981,250,1,1
4.651,16.5,14269,21.96,1981,250,1,1
16.94,4.35,421,10.11,1997,160,1,1
16.94,4.35,421,10.11,1997,160,1,1
62.346,2.7,393.9,4.705,1986,160,1,1
58.593,2.7,327.2,4.425,1980,160,1,1
11.307,5,557,17.2,1989,200,1,1
7.683,10.5,4720,16.23,1990,200,2.05,1
7.683,10.5,4720,16.23,1990,200,2.05,1
6.23,12.1,6082,18.04,1989,200,2.44,1
6.23,12.1,6082,18.04,1989,200,2.44,1
12.436,5.26,592.6,12.35,1988,200,1.7,1
12.436,5.26,592.6,12.35,1988,200,1.7,1
21.463,5,1301,11.15,1991,200,1.92,1
30.503,5,1301,5.52,1991,200,1.92,1
19.581,3.8,394,12.16,1991,200,2.022,1
19.581,3.8,394,12.16,1991,200,2.022,1
6.978,10.4115,4097,17.67,1986,70,1,1
7.574,9.18,1661,10.06,1986,70,1.083,1
2.702,24.34,21171.2,20.38,1991,100,1,1
2.702,24.34,21171.2,20.38,1991,100,1,1
3.531,17.39,11177.4,24.19,1991,100,1.06,1
3.216,24.53,39650,26.12,1992,120,1,1
3.26,24.53,36295,23.27,1992,120,1,1
11.201,6.35,926,11.2,1984,160,1,1
11.201,6.35,926,11.2,1984,160,1,1
4.471,16,10107,19.04,1973,160,1.806,1
4.471,16,10107,19.04,1973,160,1.806,1
4.294,15.32,7294,17.72,1989,160,1.19,1
4.294,15.32,7294,17.72,1989,160,1.19,1
53.953,4,2543,8.42,1984,140,1,1
53.953,4,2543,8.42,1984,140,1,1
13.064,4.72,326.13,9.5,1979,200,1.29,1
13.204,4.72,326.13,9.3,1979,200,1.29,1
17.615,7,2642,8.75,1970,80,0.81,1
4.992,13.12,4920,16.44,1981,140,1,1
4.488,13.78,5376,18.26,1998,140,1,1
18.166,4.3,519,11.35,2004,160,1.078,1
6.084,11.3,4058.2,16.59,1989,200,1,1
6.084,11.3,4058.2,16.59,1989,200,1,1
4.588,15.95,10246.3,18.56,1990,200,1,1
4.588,15.95,10246.3,18.56,1990,200,1,1
6.385,8.65,1260,13.621,2001,140,0.98,1
6.392,8.65,1260,13.592,2001,140,0.98,1
13.89,5.15,544,9.89,1974,160,1.05,1
13.449,5.15,544,10.55,1974,160,1.05,1
4.369,14.45,6469,19.18,1990,130,0.99,1
4.337,14.45,6469,19.46,1990,130,0.99,1
4.327,14.45,7778,23.51,1990,130,0.99,1
4.377,14.45,7005,20.69,1990,130,0.99,1
4.585,16,11990,21.47,1991,280,1,1
4.585,16,11990,21.47,1991,280,1,1
7.545,13,14372,21.81,1991,280,1,1
7.545,13,14372,21.81,1991,280,1,1
7.889,11.4,9373,22,1982,280,1,1
7.889,11.4,9373,22,1982,280,1,1
5.366,13.16,5789,16.54,1985,200,1,1
5.366,13.16,5789,16.54,1985,200,1,1
5.32,13.6,7693.3,19.603,1991,160,0.99,1
5.32,13.6,7693.3,19.603,1991,160,0.99,1
23.749,4.8,1450,11.95,1911,60,1.06,1
29.805,4.8,1485,7.77,1911,60,1.06,1
3.349,19,10488,17.7,1998,160,1,1
3.35,19,10488,17.69,1998,160,1,1
4.902,16.94,16480,20.55,1997,160,1.69,1
4.967,16.94,15670,19.03,1997,160,1.69,1
22.529,5.05,1778,13.29,1980,160,0.94,1
22.529,5.05,1778,13.29,1980,160,0.94,1
26.523,4.6,914,7.16,1971,80,1.06,1
26.346,4.6,859,6.82,1971,80,1.06,1
25.439,4.5,1424,13.24,1964,80,1,1
4.931,15,8691,17.42,1998,160,1,1
5.192,15,11681,21.12,1998,160,1,1
6.791,12.924,11618.4,22.282,1988,280,1.7,1
6.741,12.924,11618.4,22.612,1988,280,1.7,1
4.08,19.6,19886,19.97,1998,180,1,1
3.88,19.88,20322,21.32,1998,180,1,1
27.427,4,519,6.65,1914,120,0.95,1
26.694,4,519,7.02,1914,120,0.95,1
24.508,3.61,451,10.909,1993,100,1,1
25.576,4.25,550.1,6.36,1929,200,1.37,1
25.576,4.25,550.1,6.36,1929,200,1.37,1
7.531,9.4,2370.5,13.21,1979,160,1,1
7.531,9.4,2370.5,13.21,1979,160,1,1
33.107,3.6,679.7,9.11,1914,160,0.842,1
32.921,3.6,593.9,8.05,1914,160,0.842,1
4.607,15.35,8943,18.73,1989,140,1,1
4.954,14.93,8643,17.49,1989,140,1,1
21.543,4.54,891,11.15,1980,200,1,1
21.183,4.54,924,11.96,1980,200,1,1
14.419,6.2,1560,12.53,1979,200,1,1
14.419,6.2,1560,12.53,1979,200,1,1
8.342,7.91,1369,12.4,1983,200,1,1
8.342,7.91,1369,12.4,1983,200,1,1
8.455,7.61,1164,11.98,1983,200,1,1
8.455,7.61,1164,11.98,1983,200,1,1
16.807,4.75,366,6.28,1971,160,1.19,1
16.807,4.75,366,6.28,1971,160,1.19,1
25.31,4.4,795,8.17,1924,160,1.44,1
25.31,4.4,795,8.17,1924,160,1.44,1
21.021,4.5,564,7.68,1925,160,0.98,1
21.021,4.5,564,7.68,1925,160,0.98,1
22.567,6.1,2992,10.47,1950,160,1.28,1
23.219,6.1,3098,10.24,1919,160,1.28,1
7.056,10.6,3072,12.06,1976,130,0.99,1
7.056,10.6,3072,12.06,1976,130,0.99,1
34.009,4,2400,20,1985,160,3.4,1
33.897,4,2600,21.81,1985,160,3.4,1
20.867,5.4,1334,8.89,1926,160,0.9,1
20.867,5.4,1334,8.89,1926,160,0.9,1
13.45,4.8,404,10.38,1983,120,1,1
15.047,4.8,454,9.32,1983,120,1,1
15.047,4.8,454,9.32,1983,160,1,1
6.314,11,2226,9.41,1934,90,0.99,1
6.314,11,2226,9.41,1934,90,0.99,1
6.314,11,2226,9.41,1934,90,0.98,1
6.314,11,2226,9.41,1934,90,0.98,1
13.747,8.2,5634,16.27,1933,160,1,1
5.243,15.82,16950,24.29,1987,280,2.66,1
5.243,15.82,16950,24.29,1987,280,2.66,1
8.75,8.6,2896,17.06,1987,280,2.06,1
8.75,8.6,2896,17.06,1987,280,2.06,1
4.398,40.51,626674,29.68,1991,100,1,1
21.188,4.7,578,6.51,1923,160,0.83,1
21.188,4.7,578,6.51,1923,160,0.83,1
45.673,2.5,250,7.57,1973,160,1.22,1
45.673,2.5,250,7.57,1973,160,1.22,1
48.44,2.5,250,6.73,1973,160,1.22,1
48.44,2.5,250,6.73,1973,160,1.22,1
18.984,3.8,261,8.57,1990,200,1,1
18.274,3.8,219,7.76,1990,200,1,1
8.352,6.88,919,14.51,1985,140,1,1
14.918,6.35,1028,7.01,1912,130,1.45,1
15.323,5.35,619,7.94,1912,130,1.09,1
5.344,13.2,5798,16.5,1984,160,1,1
3.919,15.5,4063,11.31,1984,130,1,1
14.687,4.6,310,7.92,1976,130,1.41,1
12.729,4.7,224,6.99,1993,130,1.1,1
14.528,4.8,480,10.57,1930,130,1.218,1
15.689,5.7,932,8.85,1992,160,1.072,1
12.6,6.46,976,8.71,1930,160,0.978,1
13.669,4.5,272,8.76,1978,160,1.07,1
16.384,4.5,410,9.19,1978,160,1.07,1
13.669,4.5,272,8.76,1978,160,1.07,1
7.678,10.32,4838,17.85,1986,140,1,1
7.678,10.32,4838,17.85,1986,140,1,1
21.137,4.32,794,12.59,1996,130,1,1
22.112,4.32,862,12.49,1996,130,1,1
4.535,12.5,3126,15.36,1989,130,1,1
4.588,12.5,3155,15.15,1989,130,1,1
73.649,2.6,1119.1,11.14,1997,160,1,1
27.88,2.6,115.17,8,1997,160,1,1
30.589,4.5,1569,10.09,1948,200,0.93,1
30.589,4.5,1569,10.09,1948,200,0.93,1
59.365,2,141,6.17,1903,200,1,1
18.385,5.5,1607,12.82,1904,140,0.81,1
18.17,5.5,1517,12.39,1973,140,0.81,1
6.633,9.25,1962,15.03,1997,80,1,1
7.211,6.3,491.6,14.81,1990,80,1,1
14.833,5.5,1015,12.44,1980,200,1,1
14.833,5.5,1015,12.44,1980,200,1,1
4.507,13.85,5546,18.31,1985,200,1,1
4.472,13.85,6079,20.38,1985,200,1,1
3.666,16.08,6772,18.6,2009,200,1,1
3.922,14.2,6146.2,24.25,1995,140,1,1
4.127,14.2,5908.2,21.05,1995,140,1,1
4.038,14.2,3787.8,14.1,1995,140,1,1
18.047,8,5896,10.905,1939,100,0.95,1
18.047,8,5896,10.905,1939,100,0.95,1
39.191,3.9,2441,16.95,2006,140,1,1
22.009,7.28,7632,13.84,1964,130,1.08,1
22.009,7.28,7632,13.84,1964,130,1.08,1
12.256,5.8,828.8,12.03,1985,120,1,1
12.256,5.8,828.8,12.03,1985,120,1,1
12.04,5.1,442,11.12,1977,160,1,1
12.04,5.1,442,11.12,1977,160,1,1
8.212,8.2,1369,11.08,1988,160,1.49,1
8.195,8.2,1217,9.89,1988,160,1.49,1
47.365,3.7,593,3.48,1956,130,0.89,1
47.365,3.7,593,3.48,1956,130,0.89,1
20.09,5.3,1323,10.25,1998,130,0.928,1
20.104,5.3,1339,10.36,1998,130,0.928,1
16.602,6.5,6969.3,34.95,1907,160,0.86,1
50.033,2.4,274,8.14,1957,160,1,1
28.953,4.4,1812,14.23,1977,130,1,1
28.953,4.4,1812,14.23,1977,130,1,1
13.149,5.8,816,10.29,1982,140,1,1
13.038,5.8,711,9.12,1982,140,1,1
7.135,10.8,4269.8,15.21,1982,140,1,1
13.03,5,498,11.58,1983,140,1,1
13.03,5,498,11.58,1983,140,1,1
23.377,5.25,2502,14.87,1977,140,0.94,1
5.747,16.9,29562,27.07,1984,280,1,1
5.791,16.9,29562,26.66,1984,280,1,1
43.778,2.6,498,14.03,1979,120,1,1
46.671,2.6,545,13.51,1979,120,1,1
5.616,10.6,1961,12.15,1990,100,1.041,1
5.623,10.6,1953,12.07,1990,100,1.041,1
12.546,10,8485,13.3,1947,110,1.035,1
11.333,10,8485,16.3,1947,110,1.035,1
14.663,6.078,1305.8,10.98,2004,100,1,1
14.572,6.078,1328.3,11.31,2004,100,1,1
15.053,3.52,119,8.44,1992,100,1,1
37.614,3.02,1190,24.95,1914,100,1.457,1
6.151,10.1,2221,13.92,1986,90,1.29,1
6.151,10.1,2221,13.92,1986,90,1.29,1
16.536,3.8,171,7.4,1985,90,1,1
71.003,4.6,8755,9.57,1922,140,1.5,1
3.764,17.7,9745,17.29,1990,160,1,1
3.762,17.7,9745,17.31,1990,160,1,1
12.292,6.5,1561,14.28,1994,140,1,1
8.035,8.5,2638.99,19.32,1994,250,1.49,1
8.327,8.5,2309.11,15.74,1994,250,1.49,1
2.712,24.939,32141,27.874,1995,160,1,1
4.64,18.58,25742.8,24.76,1996,160,1,1
4.039,20.61,24308,20.38,1996,160,1,1
10.206,11.43,11615,16.12,1934,160,1.27,1
5.482,11,2646,14.84,1994,200,1,1
5.11,10,1510,14.27,1994,200,1,1
5.581,11.7,3511,14.84,1995,200,1,1
5.384,14,7536,16.7,1996,200,1,1
13.682,9,8402,16.88,1999,200,1,1
56.084,4.8,9907,14.64,1936,230,3.27,1
4.965,16.05,12717,19.18,1995,160,1.43,1
11.026,9,3084,9.54,1906,120,1.5,1
5.575,11.84,4406,17.8,1997,150,1.46,1
5.155,11.84,3507,16.57,1997,150,1.35,1
10.028,6.8,957.2,10.985,2021,150,1,1
10.027,6.8,957,10.985,2021,150,1,1
4.565,13.35,4420,16.474,1998,150,1.17,1
4.866,13.35,4768,15.64,1998,150,1.23,1
2.167,23.7,12085,20.13,2009,200,1.36,1
2.167,23.7,12085,20.13,2009,200,1.36,1
21.943,4.8,1154,11.14,1992,200,1,1
21.946,4.7,1786,18.75,1995,160,1,1
15.818,5.7,972,9.08,1932,150,1.31,1
4.356,14.95,9047,23.55,1994,160,1.49,1
4.356,14.95,9047,23.55,1994,160,1.49,1
5.275,12.72,5048,17.1,1997,160,1,1
4.681,13.5,5061,17.16,1997,160,1,1
31.667,4.1,936,8.15,1983,100,1,1
5.149,12.17,3399,14.42,1999,160,1.28,1
4.795,12.17,3240,15.85,1999,160,1.2,1
4.1,13.32,3352.4,15.634,1996,200,1.55,1
4.1,13.32,3352.4,15.634,1996,200,1.55,1
3.204,20.46,14808,20.31,1992,160,1,1
3.135,20.46,14773,21.16,1992,160,1,1
7.059,11.13,5331,17.2,1997,160,1.92,1
7.039,11.13,5331,17.3,1997,160,1.92,1
4.059,16.05,8825.8,19.92,1996,250,1.04,1
4.224,16.05,7722.6,16.09,1996,250,1.04,1
4.767,12,2683,14.05,1999,160,1.05,1
4.4,12,2540,15.61,1999,160,1.09,1
3.929,15,7656,24.168,1995,250,1,1
3.929,15,7656,24.168,1995,250,1,1
3.077,12.45,1716,18.61,1995,250,1,1
7.108,8.82,2492,20.11,1995,200,1,1
7.108,8.82,2492,20.11,1995,200,1,1
4.646,19.47,32666,25.98,1999,200,1,1
4.416,19.82,37203,30.51,1999,200,1,1
4.635,19.3,28560,23.64,1999,200,1,1
11.28,5.06,358,10.59,1994,140,1.33,1
11.28,5.06,358,10.59,1994,140,1.33,1
4.17,14,4870,17.99,1999,200,1,1
4.17,14,4870,17.99,1999,200,1,1
14.362,9.32,10155,16.1,1996,130,1,1
5.482,11,2646,14.84,1994,200,1,1
10.435,11.26,12698,17.9,1934,160,1.27,1
10.213,11.43,13067,18.11,1934,160,1.27,1
4.322,17.3,13483,19.88,2004,160,1.9,1
10.033,11.48,11287,15.93,1934,160,1.27,1
5.581,11.7,3511,14.84,1995,200,1,1
11.026,9,3084,9.54,1906,120,1.5,1
8.655,12.36,11287,15.93,1934,160,1.31,1
47.926,2.5,316,8.69,1994,200,1,1
5.299,14,8876,20.3,1996,200,1,1
4.43,14.55,7979,22.38,2000,200,1,1
6.219,9.32,1743,14.74,1996,140,1,1
31.667,4.1,936,8.15,1983,200,1,1
10.547,11.2,12698,17.9,1934,160,1.27,1
11.026,9,3084,9.54,1906,120,1.1,1
8.339,8.4,1855,13.22,1988,160,1,1
10.039,11.48,12698,17.9,1934,160,1.27,1
10.541,11.2,11287,15.93,1934,160,1.27,1
10.429,11.26,11287,15.93,1934,160,1.27,1
8.66,12.36,12698,17.9,1934,160,1.31,1
5.11,10,1510,14.27,1994,200,1,1
6.88,15.04,21430,21.83,1988,200,1,1
11.026,9,3084,9.54,1906,120,1.5,1
2.741,19.5,11834.6,26.88,1981,120,1,1
10.32,8.08,2107,11.452,1923,160,1.15,1
4.054,19.6,17619,17.92,1998,120,1,1
12.927,7.1,2812,16.34,1982,160,0.91,1
3.789,18.5,15122,22.19,1985,160,1,1
34.846,3.5,480,6.5,1928,160,1,1
5.616,11.65,4060,17.24,1979,140,1,1
3.408,20.43,15993,19.5,1990,160,1,1
12.623,6.5,981,8.51,1981,160,1,1
2.979,16.26,3989,15.865,1985,70,1,1
28.686,5.8,6031,15.98,1915,140,0.98,1
35.854,3.8,1132,10.42,1978,160,0.99,1
35.238,4,1641.3,12.74,1950,160,0.81,1
6.88,15.04,21430,21.83,1988,140,1,1
29.66,3.6,712,11.89,1962,120,1,1
8.007,7.35,687,9.06,1985,160,1,1
29.238,3.6,483,8.3,1907,120,1.077,1
21.311,4.6,670,8.13,1909,130,1.252,1
27.781,3.8,904,13.86,1994,120,1,1
2.349,40.045,218195,37.94,2004,130,1,1
6.174,11.38,3830,14.78,1988,150,1.56,1
4.685,15,7682,17.06,1996,100,1.001,1
5.387,13,5973,17.78,1981,110,0.93,1
3.917,17.25,9819,17.83,1997,160,1,1
39.36,3.6,483,4.58,1907,120,1.077,1
10.438,7,1446,13.64,1909,130,1.445,1
3.274,18.22,8642,18.05,2004,160,1,1
5.773,11.65,3804,15.29,1979,140,1,1
18.863,3.8,261,8.68,1990,160,1,1
5.122,15.8,12438,18.77,1998,160,1,1
12.623,6.5,981,8.51,1981,160,1,1
11.05,6.35,758,9.42,1993,120,1,1
4.71,15.05,7580,16.43,1997,140,1,1
10.32,8.08,2107,11.452,1923,160,1.15,1
3.308,21.48,20295,21.5,1997,120,1,1
6.994,8.2,1056,11.78,1983,140,1,1
7.021,8.2,1056,11.69,1983,140,1,1
3.683,16.47,6229,15.4,1993,140,1,1
13.821,6,893,8.9,1991,160,1,1
1.884,44.712,218195,37.94,2004,130,1,1
14.008,7.35,2170,9.35,1985,160,1,1
22.43,3.6,425,12.41,1989,160,1,1
3.337,20.67,15897,19.3,1990,160,1,1
9.93,6.2,561,9.5,1934,160,1,1
18.281,3.8,244,8.64,1990,160,1,1
3.742,18.5,14291,21.5,1985,160,1,1
2.979,16.26,3989,15.865,1985,70,1,1
13.465,8.1,3726,11.78,1956,110,1,1
2.008,43.251,218195,38.15,2004,130,1,1
2.468,39.014,218195,38.15,2004,130,1,1
